Beat,Description,Grid,Occurence_Date,Offense_Category,Offense_Code,Offense_Ext,Police_District,Record_ID,Day_of_the_Week,Month,Year,Hour,Encoded_Beat
5C,1708 US THEFT OF MAIL,1637,"Mon 01-06-2020, 11:40:00 AM",LARCENY,2310,0,5,1433595,1,06,2020,11,14
1A,459 PC BURG VEHICLE,123,"Mon 01-20-2020, 04:30:00 PM",BURGLARY,2299,01,1,1433596,1,20,2020,16,0
4A,487(A) PC GRAND THEFT >$950,917,"Fri 01-17-2020, 09:00:00 PM",LARCENY,2303,1,4,1433597,5,17,2020,21,9
2B,459 PC BURG VEHICLE,522,"Mon 01-20-2020, 08:05:00 PM",BURGLARY,2299,01,2,1433598,1,20,2020,20,4
1B,484 PC PETTY THEFT,441,"Mon 01-20-2020, 12:00:00 PM",LARCENY,2399,2,1,1433603,1,20,2020,12,1
6D,211 PC ROBBERY-BANK,841,"Tue 01-21-2020, 11:42:00 AM",ROBBERY,1211,0,6,1433605,2,21,2020,11,18
1A,602 PC TRESPASS,337,"Tue 01-21-2020, 05:25:00 PM",PRIVACY,5707,0,1,1433615,2,21,2020,17,0
4A,459 PC BURG VEHICLE,965,"Tue 01-21-2020, 06:50:00 PM",BURGLARY,2299,01,4,1433635,2,21,2020,18,9
1A,459 PC BURG VEHICLE,338,"Tue 01-21-2020, 05:30:00 PM",BURGLARY,2299,01,1,1433637,2,21,2020,17,0
1A,459 PC BURG VEHICLE,313,"Tue 01-21-2020, 07:30:00 PM",BURGLARY,2299,01,1,1433640,2,21,2020,19,0
4A,459 PC BURG VEHICLE,909,"Tue 01-21-2020, 08:30:00 PM",BURGLARY,2299,01,4,1433642,2,21,2020,20,9
4C,459 PC BURG VEHICLE,1301,"Mon 01-20-2020, 07:30:00 PM",BURGLARY,2299,01,4,1433645,1,20,2020,19,11
3B,459 PC BURG VEHICLE,788,"Mon 01-20-2020, 06:00:00 AM",BURGLARY,2299,01,3,1433646,1,20,2020,06,7
2C,459 PC BURG BUSINESS-FORCE,601,"Wed 01-22-2020, 01:19:00 AM",BURGLARY,2203,0,2,1433648,3,22,2020,01,5
4A,459 PC BURG VEHICLE,906,"Thu 01-16-2020, 08:40:00 PM",BURGLARY,2299,01,4,1433649,4,16,2020,20,9
6C,459 PC BURG VEHICLE,1422,"Sun 01-19-2020, 01:10:00 PM",BURGLARY,2299,01,6,1433662,7,19,2020,13,17
2C,484 PC PETTY THEFT,620,"Mon 01-20-2020, 07:02:00 PM",LARCENY,2399,2,2,1433668,1,20,2020,19,5
3A,484 PC PETTY THEFT,776,"Sun 01-19-2020, 11:30:00 AM",LARCENY,2399,2,3,1433669,7,19,2020,11,6
4C,484 PC PETTY THEFT,1279,"Mon 01-20-2020, 02:20:00 PM",LARCENY,2399,2,4,1433670,1,20,2020,14,11
2C,484 PC PETTY THEFT,619,"Mon 01-20-2020, 04:45:00 PM",LARCENY,2399,2,2,1433671,1,20,2020,16,5
1A,487(A) PC GRAND THEFT >$950,348,"Tue 01-21-2020, 05:31:00 AM",LARCENY,2303,1,1,1433681,2,21,2020,05,0
3A,484 PC PETTY THEFT,704,"Tue 01-21-2020, 06:00:00 PM",LARCENY,2399,2,3,1433682,2,21,2020,18,6
5C,484 PC PETTY THEFT,1607,"Wed 01-22-2020, 05:05:00 AM",LARCENY,2399,2,5,1433684,3,22,2020,05,14
5A,484 PC PETTY THEFT,1361,"Sat 01-18-2020, 09:30:00 PM",LARCENY,2399,2,5,1433685,6,18,2020,21,12
6B,487(A) GRAND THFT-RECYCL METAL,1018,"Wed 01-08-2020, 02:25:00 AM",LARCENY,2399,23,6,1433686,3,08,2020,02,16
6C,459 PC BURG BUSINESS-FORCE,1427,"Mon 01-13-2020, 07:00:00 PM",BURGLARY,2203,0,6,1433687,1,13,2020,19,17
1A,484 PC PETTY THEFT/INSIDE,106,"Tue 01-21-2020, 12:00:00 PM",LARCENY,2308,0,1,1433689,2,21,2020,12,0
4A,211 PC ROBBERY-PURSE SNATCH,957,"Tue 01-21-2020, 04:12:00 PM",ROBBERY,1210,0,4,1433693,2,21,2020,16,9
4B,O/S AGENCY  10851 VC LOCATE,969,"Thu 01-02-2020, 12:00:00 AM",AUTO THEFT,2404,13,4,1433697,4,02,2020,00,10
5A,459 PC BURG VEHICLE,1501,"Tue 01-21-2020, 09:00:00 PM",BURGLARY,2299,01,5,1433710,2,21,2020,21,12
1A,484 PETTY THEFT/LICENSE PLATE,145,"Mon 01-20-2020, 07:00:00 PM",LARCENY,2399,4,1,1433711,1,20,2020,19,0
4C,484 PC PETTY THFT-RECYCL METAL,1298,"Wed 01-22-2020, 01:00:00 AM",LARCENY,2399,24,4,1433719,3,22,2020,01,11
3B,484 PC PETTY THEFT,787,"Wed 01-15-2020, 01:00:00 PM",LARCENY,2399,2,3,1433726,3,15,2020,13,7
6B,484 PETTY THEFT/LICENSE PLATE,1068,"Sun 01-19-2020, 12:01:00 AM",LARCENY,2399,4,6,1433727,7,19,2020,00,16
4C,484 PC PETTY THEFT,1287,"Mon 01-20-2020, 03:38:00 PM",LARCENY,2399,2,4,1433729,1,20,2020,15,11
4C,484 PC PETTY THEFT,1287,"Mon 01-06-2020, 08:29:00 PM",LARCENY,2399,2,4,1433730,1,06,2020,20,11
6B,484 PC PETTY THEFT,1054,"Wed 01-22-2020, 10:35:00 AM",LARCENY,2399,2,6,1433731,3,22,2020,10,16
6A,484 PC PETTY THEFT,1013,"Wed 01-22-2020, 07:00:00 AM",LARCENY,2399,2,6,1433732,3,22,2020,07,15
4C,459 PC BURG VEHICLE,1253,"Sat 01-18-2020, 10:15:00 AM",BURGLARY,2299,01,4,1433733,6,18,2020,10,11
5A,459 PC BURG VEHICLE,1364,"Tue 01-21-2020, 09:00:00 PM",BURGLARY,2299,01,5,1433734,2,21,2020,21,12
1A,484 PC PETTY THEFT,145,"Tue 01-21-2020, 09:00:00 PM",LARCENY,2399,2,1,1433736,2,21,2020,21,0
3A,484 PC THEFT-LIC PLATE TABS,701,"Wed 01-22-2020, 02:00:00 PM",LARCENY,2399,5,3,1433737,3,22,2020,14,6
5A,459 PC BURG RESIDENCE-NO FORCE,1501,"Mon 01-20-2020, 02:30:00 PM",BURGLARY,2204,0,5,1433739,1,20,2020,14,12
6C,484 PETTY THEFT/LICENSE PLATE,1447,"Mon 01-20-2020, 10:00:00 PM",LARCENY,2399,4,6,1433744,1,20,2020,22,17
6C,211 PC ROBBERY-BUSINESS,1409,"Wed 01-22-2020, 12:33:00 AM",ROBBERY,1299,2,6,1433745,3,22,2020,00,17
6C,484 PETTY THEFT/LICENSE PLATE,1404,"Wed 01-22-2020, 03:00:00 PM",LARCENY,2399,4,6,1433751,3,22,2020,15,17
2A,459 PC BURG RESIDENCE-FORCE,213,"Wed 01-22-2020, 10:58:00 AM",BURGLARY,2202,0,2,1433756,3,22,2020,10,3
3A,487(A) PC GRAND THEFT >$950,776,"Tue 01-21-2020, 09:10:00 AM",LARCENY,2303,1,3,1433760,2,21,2020,09,6
1C,459 PC BURG RESIDENCE-FORCE,454,"Wed 01-15-2020, 06:00:00 AM",BURGLARY,2202,0,1,1433761,3,15,2020,06,2
3M,602 PC TRESPASS,744,"Tue 01-21-2020, 09:57:00 PM",PRIVACY,5707,0,3,1433769,2,21,2020,21,8
1B,211 PC ROBBERY-BUSINESS,435,"Wed 01-22-2020, 03:08:00 PM",ROBBERY,1299,2,1,1433786,3,22,2020,15,1
2C,211 PC ROBBERY-UNSPECIFIED,603,"Tue 01-21-2020, 07:46:00 PM",ROBBERY,1299,0,2,1433793,2,21,2020,19,5
5B,211 PC ROBBERY-UNSPECIFIED,1399,"Wed 01-22-2020, 01:30:00 PM",ROBBERY,1299,0,5,1433799,3,22,2020,13,13
2B,459 PC BURG RESIDENCE-FORCE,543,"Wed 01-22-2020, 08:00:00 PM",BURGLARY,2202,0,2,1433801,3,22,2020,20,4
2A,484 PC PETTY THEFT,514,"Sat 01-18-2020, 10:00:00 AM",LARCENY,2399,2,2,1433802,6,18,2020,10,3
6C,484 PETTY THEFT/LICENSE PLATE,1409,"Tue 01-21-2020, 08:01:00 PM",LARCENY,2399,4,6,1433804,2,21,2020,20,17
2A,459 PC BURG BUSINESS-FORCE,232,"Thu 01-16-2020, 05:30:00 AM",BURGLARY,2203,0,2,1433805,4,16,2020,05,3
5C,484 PETTY THEFT-PURSE SNATCH,1624,"Sat 01-18-2020, 09:21:00 PM",LARCENY,2302,1,5,1433807,6,18,2020,21,14
4A,459 PC BURG VEHICLE,906,"Tue 01-21-2020, 07:00:00 PM",BURGLARY,2299,01,4,1433814,2,21,2020,19,9
5C,484 PETTY THEFT CLOUT UNLOCKED,1647,"Tue 01-21-2020, 07:00:00 PM",LARCENY,2305,0,5,1433816,2,21,2020,19,14
4A,487(A) GRAND THFT-RECYCL METAL,905,"Mon 01-20-2020, 12:00:00 AM",LARCENY,2399,23,4,1433817,1,20,2020,00,9
2B,459 PC BURG RESIDENCE-FORCE,553,"Tue 01-21-2020, 11:13:00 PM",BURGLARY,2202,0,2,1433822,2,21,2020,23,4
6E,O/S AGENCY  10851 VC LOCATE,876,"Wed 01-22-2020, 12:46:00 PM",AUTO THEFT,2404,13,6,1433830,3,22,2020,12,19
2B,484 PC PETTY THEFT AUTO PART,563,"Mon 01-20-2020, 08:30:00 AM",LARCENY,2304,0,2,1433833,1,20,2020,08,4
2A,459 PC BURG RESIDENCE-FORCE,503,"Wed 01-22-2020, 12:01:00 PM",BURGLARY,2202,0,2,1433834,3,22,2020,12,3
5B,459 PC BURG VEHICLE,1634,"Wed 01-22-2020, 08:20:00 AM",BURGLARY,2299,01,5,1433835,3,22,2020,08,13
5A,459 PC BURG VEHICLE,1398,"Wed 01-22-2020, 06:34:00 PM",BURGLARY,2299,01,5,1433836,3,22,2020,18,12
3A,484 PC PETTY THEFT,776,"Mon 01-06-2020, 12:00:00 AM",LARCENY,2399,2,3,1433837,1,06,2020,00,6
2C,487(A) PC GRAND THEFT >$950,619,"Wed 01-22-2020, 02:30:00 PM",LARCENY,2303,1,2,1433838,3,22,2020,14,5
5C,496(A) REC STOLEN PROP-MISD,1623,"Tue 01-21-2020, 10:12:00 PM",STOLEN PROP,2803,05,5,1433842,2,21,2020,22,14
5A,487(A) PC GRAND THEFT >$950,1383,"Sun 01-19-2020, 07:00:00 PM",LARCENY,2303,1,5,1433843,7,19,2020,19,12
6D,459 PC BURG BUSINESS-FORCE,814,"Tue 01-21-2020, 06:00:00 PM",BURGLARY,2203,0,6,1433845,2,21,2020,18,18
1A,459 PC BURG BUSINESS-FORCE,104,"Sat 01-18-2020, 12:15:00 AM",BURGLARY,2203,0,1,1433846,6,18,2020,00,0
5C,459 PC BURG VEHICLE,1654,"Tue 01-21-2020, 10:00:00 PM",BURGLARY,2299,01,5,1433849,2,21,2020,22,14
2B,484 PETTY THEFT CLOUT UNLOCKED,545,"Thu 01-23-2020, 01:45:00 AM",LARCENY,2305,0,2,1433852,4,23,2020,01,4
6B,459 PC BURG BUSINESS-FORCE,1064,"Thu 01-23-2020, 04:58:00 AM",BURGLARY,2203,0,6,1433856,4,23,2020,04,16
2C,484 PC PETTY THEFT,623,"Mon 01-20-2020, 10:05:00 AM",LARCENY,2399,2,2,1433861,1,20,2020,10,5
4A,484 PC PETTY THEFT,964,"Wed 01-15-2020, 02:45:00 PM",LARCENY,2399,2,4,1433863,3,15,2020,14,9
1A,484 PC PETTY THEFT,144,"Mon 01-06-2020, 11:50:00 AM",LARCENY,2399,2,1,1433867,1,06,2020,11,0
6A,484 PETTY THEFT/LICENSE PLATE,1081,"Tue 01-21-2020, 11:30:00 PM",LARCENY,2399,4,6,1433869,2,21,2020,23,15
1C,459 PC BURG RESIDENCE-FORCE,449,"Sat 01-18-2020, 10:00:00 AM",BURGLARY,2202,0,1,1433875,6,18,2020,10,2
4B,496(A) REC STOLEN PROP-FEL,1356,"Thu 01-23-2020, 03:22:00 AM",STOLEN PROP,2803,0,4,1433881,4,23,2020,03,10
3B,496(A) REC STOLEN PROP-FEL,736,"Wed 01-22-2020, 11:21:00 PM",STOLEN PROP,2803,0,3,1433884,3,22,2020,23,7
3A,459 PC BURG BUSINESS-FORCE,707,"Sun 01-19-2020, 06:10:00 PM",BURGLARY,2203,0,3,1433889,7,19,2020,18,6
3B,484 PC PETTY THEFT,747,"Mon 01-20-2020, 08:00:00 PM",LARCENY,2399,2,3,1433894,1,20,2020,20,7
1A,459 PC BURG VEHICLE,337,"Wed 01-22-2020, 07:00:00 PM",BURGLARY,2299,01,1,1433898,3,22,2020,19,0
1C,459 PC BURG VEHICLE,447,"Wed 01-22-2020, 07:00:00 AM",BURGLARY,2299,01,1,1433899,3,22,2020,07,2
5A,459 PC BURG RESIDENCE-FORCE,1394,"Tue 01-21-2020, 11:05:00 PM",BURGLARY,2202,0,5,1433901,2,21,2020,23,12
1A,459.5 BURGLARY SHOPLIFT < $950,328,"Wed 01-22-2020, 05:40:00 PM",BURGLARY,2205,3,1,1433907,3,22,2020,17,0
3B,459 PC BURG RESIDENCE-NO FORCE,727,"Wed 01-22-2020, 09:00:00 AM",BURGLARY,2204,0,3,1433908,3,22,2020,09,7
6E,459 PC BURG VEHICLE,876,"Wed 01-22-2020, 10:00:00 AM",BURGLARY,2299,01,6,1433910,3,22,2020,10,19
4A,459 PC BURG VEHICLE,926,"Tue 01-21-2020, 12:00:00 AM",BURGLARY,2299,01,4,1433911,2,21,2020,00,9
2C,459 PC BURG VEHICLE,620,"Wed 01-22-2020, 07:20:00 PM",BURGLARY,2299,01,2,1433912,3,22,2020,19,5
5C,459 PC BURG VEHICLE,1607,"Wed 01-22-2020, 10:40:00 PM",BURGLARY,2299,01,5,1433913,3,22,2020,22,14
4C,459 PC BURG VEHICLE,1278,"Wed 01-22-2020, 05:45:00 PM",BURGLARY,2299,01,4,1433914,3,22,2020,17,11
2A,484 PC PETTY THEFT,224,"Wed 01-22-2020, 12:00:00 PM",LARCENY,2399,2,2,1433925,3,22,2020,12,3
1A,459 PC BURG VEHICLE,338,"Wed 01-22-2020, 07:00:00 PM",BURGLARY,2299,01,1,1433927,3,22,2020,19,0
6C,484 PC PETTY THEFT,1113,"Tue 01-21-2020, 03:00:00 PM",LARCENY,2399,2,6,1433931,2,21,2020,15,17
1A,487(A) PC GRAND THEFT >$950,115,"Thu 01-23-2020, 03:30:00 PM",LARCENY,2303,1,1,1433934,4,23,2020,15,0
3B,459 PC BURG VEHICLE,748,"Fri 01-10-2020, 05:00:00 PM",BURGLARY,2299,01,3,1433940,5,10,2020,17,7
6E,487(A) PC GRAND THEFT >$950,878,"Fri 01-17-2020, 01:00:00 PM",LARCENY,2303,1,6,1433946,5,17,2020,13,19
6B,484 PC PETTY THEFT,1017,"Mon 01-20-2020, 04:51:00 AM",LARCENY,2399,2,6,1433947,1,20,2020,04,16
6C,484 PC PETTY THEFT,1113,"Wed 01-22-2020, 07:49:00 AM",LARCENY,2399,2,6,1433965,3,22,2020,07,17
2A,1708 US THEFT OF MAIL,232,"Fri 01-17-2020, 06:20:00 PM",LARCENY,2310,0,2,1433966,5,17,2020,18,3
5A,484 PC PETTY THEFT,1522,"Sun 01-19-2020, 07:00:00 PM",LARCENY,2399,2,5,1433989,7,19,2020,19,12
1B,487(A) PC GRAND THEFT >$950,441,"Thu 01-16-2020, 08:00:00 AM",LARCENY,2303,1,1,1433990,4,16,2020,08,1
4C,484 PC PETTY THEFT,1265,"Fri 01-10-2020, 12:45:00 PM",LARCENY,2399,2,4,1433991,5,10,2020,12,11
1A,212.5(A)ROBBERY-INHAB DWELLING,128,"Tue 01-21-2020, 10:37:00 PM",ROBBERY,1299,3,1,1434004,2,21,2020,22,0
2B,O/S AGENCY  10851 VC LOCATE,544,"Thu 01-23-2020, 11:15:00 PM",AUTO THEFT,2404,13,2,1434016,4,23,2020,23,4
5B,602 PC TRESPASS,1369,"Thu 01-23-2020, 08:26:00 PM",PRIVACY,5707,0,5,1434025,4,23,2020,20,13
1C,459 PC BURG VEHICLE,437,"Wed 01-22-2020, 12:50:00 PM",BURGLARY,2299,01,1,1434026,3,22,2020,12,2
4B,487(C) GRAND THEFT-PERS <$950,976,"Thu 01-23-2020, 03:10:00 PM",LARCENY,2301,0A,4,1434033,4,23,2020,15,10
1B,487F PETTY THEFT-DOG <$950,403,"Thu 01-23-2020, 11:30:00 AM",LARCENY,2399,26,1,1434035,4,23,2020,11,1
4B,459 PC BURG VEHICLE,976,"Thu 01-23-2020, 06:15:00 PM",BURGLARY,2299,01,4,1434043,4,23,2020,18,10
4A,484 PETTY THEFT/LICENSE PLATE,918,"Thu 01-23-2020, 05:00:00 PM",LARCENY,2399,4,4,1434044,4,23,2020,17,9
3A,484 PETTY THEFT/LICENSE PLATE,762,"Thu 01-23-2020, 06:30:00 PM",LARCENY,2399,4,3,1434046,4,23,2020,18,6
3B,459 PC BURG VEHICLE,767,"Sun 01-19-2020, 07:00:00 PM",BURGLARY,2299,01,3,1434048,7,19,2020,19,7
6C,484 PETTY THEFT/LICENSE PLATE,1124,"Wed 01-22-2020, 07:00:00 AM",LARCENY,2399,4,6,1434049,3,22,2020,07,17
2B,484 PC PETTY THEFT,545,"Fri 01-24-2020, 04:39:00 AM",LARCENY,2399,2,2,1434064,5,24,2020,04,4
3B,459 PC BURG BUSINESS-FORCE,726,"Thu 01-23-2020, 02:16:00 PM",BURGLARY,2203,0,3,1434076,4,23,2020,14,7
1B,1708 US THEFT OF MAIL,475,"Wed 01-22-2020, 06:15:00 PM",LARCENY,2310,0,1,1434079,3,22,2020,18,1
4A,484 PC PETTY THEFT,902,"Tue 01-21-2020, 11:10:00 AM",LARCENY,2399,2,4,1434080,2,21,2020,11,9
4C,484 PETTY THEFT CLOUT UNLOCKED,1263,"Wed 01-22-2020, 03:15:00 PM",LARCENY,2305,0,4,1434081,3,22,2020,15,11
2A,O/S AGENCY  10851 VC LOCATE,516,"Fri 01-24-2020, 09:00:00 AM",AUTO THEFT,2404,13,2,1434083,5,24,2020,09,3
6C,484 PC PETTY THEFT,1132,"Wed 01-22-2020, 01:27:00 PM",LARCENY,2399,2,6,1434088,3,22,2020,13,17
2C,484 PC PETTY THEFT,603,"Fri 01-17-2020, 08:05:00 PM",LARCENY,2399,2,2,1434090,5,17,2020,20,5
3B,484 PC PETTY THEFT,727,"Thu 01-23-2020, 08:57:00 AM",LARCENY,2399,2,3,1434091,4,23,2020,08,7
6E,484 PETTY THEFT/LICENSE PLATE,888,"Fri 01-24-2020, 02:30:00 PM",LARCENY,2399,4,6,1434092,5,24,2020,14,19
6C,459 PC BURG VEHICLE,1147,"Wed 01-22-2020, 11:25:00 PM",BURGLARY,2299,01,6,1434097,3,22,2020,23,17
5A,487(A) PC GRAND THEFT >$950,1522,"Wed 01-22-2020, 03:34:00 PM",LARCENY,2303,1,5,1434100,3,22,2020,15,12
3B,484 PC PETTY THEFT,727,"Thu 01-23-2020, 10:15:00 AM",LARCENY,2399,2,3,1434101,4,23,2020,10,7
6E,484 PC PETTY THEFT,1116,"Thu 01-23-2020, 09:50:00 AM",LARCENY,2399,2,6,1434102,4,23,2020,09,19
6A,1708 US THEFT OF MAIL,1015,"Tue 01-21-2020, 01:00:00 PM",LARCENY,2310,0,6,1434104,2,21,2020,13,15
6D,484 PC PETTY THEFT,856,"Mon 01-20-2020, 03:00:00 PM",LARCENY,2399,2,6,1434105,1,20,2020,15,18
6D,487(A) GRAND THEFT-AUTO PARTS,854,"Thu 01-23-2020, 12:30:00 AM",LARCENY,2304,1,6,1434106,4,23,2020,00,18
6B,484 PETTY THEFT CLOUT UNLOCKED,1401,"Wed 01-22-2020, 08:00:00 PM",LARCENY,2305,0,6,1434107,3,22,2020,20,16
4B,484 PC PETTY THEFT,1356,"Thu 01-23-2020, 01:10:00 PM",LARCENY,2399,2,4,1434114,4,23,2020,13,10
6A,484 PC PETTY THEFT,1042,"Wed 01-22-2020, 04:31:00 PM",LARCENY,2399,2,6,1434115,3,22,2020,16,15
1C,484 PETTY THEFT/LICENSE PLATE,405,"Fri 01-24-2020, 09:00:00 AM",LARCENY,2399,4,1,1434118,5,24,2020,09,2
4B,O/S AGENCY  10851 VC LOCATE,969,"Fri 01-24-2020, 05:12:00 AM",AUTO THEFT,2404,13,4,1434122,5,24,2020,05,10
4B,459 PC BURG BUSINESS-FORCE,1356,"Thu 01-23-2020, 09:50:00 AM",BURGLARY,2203,0,4,1434123,4,23,2020,09,10
5C,459 PC BURG BUSINESS-FORCE,1647,"Fri 01-24-2020, 03:07:00 AM",BURGLARY,2203,0,5,1434124,5,24,2020,03,14
5C,459 PC BURG BUSINESS-NO FORCE,1647,"Thu 01-23-2020, 05:00:00 PM",BURGLARY,2205,0,5,1434125,4,23,2020,17,14
2B,496(A) REC STOLEN PROP-FEL,531,"Thu 01-23-2020, 01:21:00 PM",STOLEN PROP,2803,0,2,1434131,4,23,2020,13,4
3B,487(C) GRAND THEFT-PERS <$950,748,"Fri 01-24-2020, 11:03:00 PM",LARCENY,2301,0A,3,1434142,5,24,2020,23,7
1C,484 PC PETTY THEFT,426,"Fri 01-17-2020, 01:33:00 PM",LARCENY,2399,2,1,1434167,5,17,2020,13,2
3A,459 PC BURG BUSINESS-FORCE,783,"Fri 01-24-2020, 06:07:00 PM",BURGLARY,2203,0,3,1434178,5,24,2020,18,6
4C,459.5 BURGLARY SHOPLIFT < $950,1287,"Fri 01-24-2020, 04:55:00 PM",BURGLARY,2205,3,4,1434182,5,24,2020,16,11
4B,O/S AGENCY  10851 VC LOCATE,1326,"Fri 01-24-2020, 05:05:00 PM",AUTO THEFT,2404,13,4,1434185,5,24,2020,17,10
3A,484 PETTY THEFT/LICENSE PLATE,712,"Fri 01-24-2020, 06:00:00 PM",LARCENY,2399,4,3,1434198,5,24,2020,18,6
4A,459 PC BURG VEHICLE,905,"Wed 01-22-2020, 07:00:00 PM",BURGLARY,2299,01,4,1434213,3,22,2020,19,9
2C,459 PC BURG VEHICLE,619,"Wed 01-22-2020, 08:45:00 PM",BURGLARY,2299,01,2,1434217,3,22,2020,20,5
2A,O/S AGENCY  10851 VC LOCATE,508,"Fri 01-24-2020, 02:05:00 PM",AUTO THEFT,2404,13,2,1434220,5,24,2020,14,3
2A,O/S AGENCY  10851 VC LOCATE,508,"Sat 01-25-2020, 08:01:00 AM",AUTO THEFT,2404,13,2,1434221,6,25,2020,08,3
4A,211 PC ROBBERY-UNSPECIFIED,928,"Fri 01-24-2020, 05:53:00 PM",ROBBERY,1299,0,4,1434222,5,24,2020,17,9
6D,211 PC ROBBERY-SHOPLIFT,845,"Fri 01-24-2020, 09:02:00 PM",ROBBERY,1203,0,6,1434224,5,24,2020,21,18
6B,459 PC BURG RESIDENCE-NO FORCE,1006,"Sat 01-25-2020, 06:08:00 AM",BURGLARY,2204,0,6,1434226,6,25,2020,06,16
5B,459 PC BURG VEHICLE,1603,"Fri 01-24-2020, 02:30:00 AM",BURGLARY,2299,01,5,1434227,5,24,2020,02,13
1B,459 PC BURG VEHICLE,401,"Wed 01-22-2020, 11:55:00 PM",BURGLARY,2299,01,1,1434231,3,22,2020,23,1
4A,459 PC BURG VEHICLE,945,"Fri 01-24-2020, 07:30:00 PM",BURGLARY,2299,01,4,1434236,5,24,2020,19,9
4C,459 PC BURG VEHICLE,1253,"Fri 01-24-2020, 06:00:00 AM",BURGLARY,2299,01,4,1434237,5,24,2020,06,11
1A,459 PC BURG VEHICLE,304,"Fri 01-24-2020, 10:30:00 PM",BURGLARY,2299,01,1,1434239,5,24,2020,22,0
6D,459 PC BURG VEHICLE,804,"Fri 01-24-2020, 12:29:00 AM",BURGLARY,2299,01,6,1434240,5,24,2020,00,18
2C,459 PC BURG VEHICLE,619,"Wed 01-22-2020, 08:40:00 PM",BURGLARY,2299,01,2,1434242,3,22,2020,20,5
3B,459 PC BURG VEHICLE,787,"Fri 01-24-2020, 10:30:00 AM",BURGLARY,2299,01,3,1434246,5,24,2020,10,7
3B,487(A) PC GRAND THEFT >$950,747,"Fri 01-24-2020, 12:00:00 AM",LARCENY,2303,1,3,1434248,5,24,2020,00,7
6A,459 PC BURG VEHICLE,1011,"Thu 01-23-2020, 05:45:00 AM",BURGLARY,2299,01,6,1434249,4,23,2020,05,15
4A,459 PC BURG VEHICLE,909,"Thu 01-23-2020, 08:00:00 PM",BURGLARY,2299,01,4,1434251,4,23,2020,20,9
3B,487(A) GRAND THFT-RECYCL METAL,747,"Mon 01-20-2020, 05:30:00 AM",LARCENY,2399,23,3,1434255,1,20,2020,05,7
1A,487(A) PC GRAND THEFT >$950,124,"Thu 01-23-2020, 03:55:00 PM",LARCENY,2303,1,1,1434258,4,23,2020,15,0
4A,459 PC BURG VEHICLE,955,"Tue 01-21-2020, 11:25:00 AM",BURGLARY,2299,01,4,1434259,2,21,2020,11,9
4C,487(A) PC GRAND THEFT >$950,1285,"Sat 01-25-2020, 04:30:00 AM",LARCENY,2303,1,4,1434262,6,25,2020,04,11
6E,487(A) PC GRAND THEFT >$950,876,"Fri 01-24-2020, 03:25:00 PM",LARCENY,2303,1,6,1434270,5,24,2020,15,19
3B,459 PC BURG VEHICLE,746,"Fri 01-24-2020, 09:30:00 PM",BURGLARY,2299,01,3,1434272,5,24,2020,21,7
6B,459 PC BURG VEHICLE,1035,"Fri 01-24-2020, 09:30:00 PM",BURGLARY,2299,01,6,1434274,5,24,2020,21,16
6A,459 PC BURG RESIDENCE-FORCE,1081,"Thu 01-23-2020, 02:00:00 PM",BURGLARY,2202,0,6,1434275,4,23,2020,14,15
4A,459 PC BURG VEHICLE,927,"Fri 01-24-2020, 08:00:00 PM",BURGLARY,2299,01,4,1434276,5,24,2020,20,9
6B,459 PC BURG VEHICLE,1036,"Sat 01-25-2020, 02:00:00 AM",BURGLARY,2299,01,6,1434277,6,25,2020,02,16
3A,459 PC BURG VEHICLE,723,"Wed 01-15-2020, 08:35:00 AM",BURGLARY,2299,01,3,1434278,3,15,2020,08,6
2A,O/S AGENCY  10851 VC LOCATE,502,"Sat 01-25-2020, 11:15:00 AM",AUTO THEFT,2404,13,2,1434309,6,25,2020,11,3
4A,211 PC ROBBERY-BUSINESS,957,"Fri 01-24-2020, 04:22:00 PM",ROBBERY,1299,2,4,1434316,5,24,2020,16,9
4B,459 PC BURG VEHICLE,1356,"Fri 01-24-2020, 07:00:00 AM",BURGLARY,2299,01,4,1434317,5,24,2020,07,10
5B,459 PC BURG BUSINESS-FORCE,1369,"Fri 01-24-2020, 01:16:00 AM",BURGLARY,2203,0,5,1434325,5,24,2020,01,13
3M,484 PC PETTY THEFT,742,"Fri 01-24-2020, 07:09:00 PM",LARCENY,2399,2,3,1434326,5,24,2020,19,8
1A,459 PC BURG VEHICLE,306,"Thu 01-23-2020, 03:00:00 AM",BURGLARY,2299,01,1,1434332,4,23,2020,03,0
4C,459 PC BURG VEHICLE,1279,"Tue 01-21-2020, 06:00:00 AM",BURGLARY,2299,01,4,1434333,2,21,2020,06,11
5B,459 PC BURG VEHICLE,1399,"Fri 01-10-2020, 01:00:00 AM",BURGLARY,2299,01,5,1434334,5,10,2020,01,13
3B,459 PC BURG VEHICLE,728,"Sat 01-25-2020, 03:28:00 PM",BURGLARY,2299,01,3,1434352,6,25,2020,15,7
3B,211 PC ROBBERY-SHOPLIFT,747,"Sat 01-25-2020, 05:24:00 PM",ROBBERY,1203,0,3,1434354,6,25,2020,17,7
2C,484 PETTY THEFT/LICENSE PLATE,626,"Sat 01-25-2020, 11:00:00 AM",LARCENY,2399,4,2,1434369,6,25,2020,11,5
3A,211 PC ROBBERY-UNSPECIFIED,785,"Sun 01-26-2020, 12:28:00 AM",ROBBERY,1299,0,3,1434381,7,26,2020,00,6
